"symbol","symbol","probeset","correlation","sd"
"SLC5A3","SLC5A3","213167_s_at","0.086375939849624","3.07989228628551"
"COL6A2","COL6A2","213290_at","0.106249624060150","3.78164031027218"
"EIF2C2","EIF2C2","213310_at","0.121943609022556","4.33580142198048"
"HSPA6","HSPA6","213418_at","0.0958278195488722","3.4136420747819"
"COL6A1","COL6A1","213428_s_at","0.103637593984962","3.68940844604209"
"ABTB2","ABTB2","213497_at","0.130349624060150","4.63262129592763"
"XYLT1","XYLT1","213725_x_at","0.132102255639098","4.69450744317012"
"BGN","BGN","213905_x_at","0.107621052631579","3.83006602137055"
"ITGB5","ITGB5","214020_x_at","0.0931428571428572","3.31883493973134"
"RYK","RYK","214172_x_at","0.0954473684210526","3.4002081878215"
"PDLIM4","PDLIM4","214175_x_at","0.150690977443609","5.3508829121858"
"KHDRBS1","KHDRBS1","214185_at","0.0857052631578947","3.05621041441066"
"ELL2","ELL2","214446_at","0.111387218045113","3.96305088260501"
"NRP2","NRP2","214632_at","0.141206015037594","5.0159649596059"
"C17orf91","C17orf91","214696_at","0.0956902255639098","3.40878357416184"
"FN1","FN1","214702_at","0.111906766917293","3.98139636855289"
"SUSD5","SUSD5","214954_at","0.157411278195489","5.58817951624123"
"SOD2","SOD2","215078_at","0.130304511278196","4.63102834490469"
"RBMS1","RBMS1","215127_s_at","0.0905203007518797","3.22623138692922"
"---","---","215163_at","0.134687969924812","4.78581008597013"
"GOLGA4","GOLGA4","215203_at","0.0878721804511278","3.13272516188076"
"SEC24D","SEC24D","215209_at","0.175064661654135","6.21152780071393"
"SOD2","SOD2","215223_s_at","0.119559398496241","4.25161396041643"
"TRAF3IP2","TRAF3IP2","215411_s_at","0.0989586466165413","3.52419287577617"
"ICAM1","ICAM1","215485_s_at","0.209206015037594","7.41707313489929"
"LOC26010","LOC26010","215617_at","0.0882157894736842","3.14485813883906"
"SEC24D","SEC24D","215641_at","0.145954887218045","5.18364960395743"
"FBN2","FBN2","215717_s_at","0.127129323308271","4.51891114207116"
"---","---","215900_at","0.0901481203007519","3.21308954098970"
"BCL6","BCL6","215990_s_at","0.0970075187969924","3.45529774403262"
"TNC","TNC","216005_at","0.127833082706767","4.54376117802951"
"FN1","FN1","216442_x_at","0.0946646616541353","3.37257048757293"
"FZD8","FZD8","216587_s_at","0.113873684210526","4.05084903315448"
"SOD2","SOD2","216841_s_at","0.114409022556391","4.06975205196042"
"COL14A1","COL14A1","216865_at","0.137746616541353","4.89381216532763"
"COL14A1","COL14A1","216866_s_at","0.112848872180451","4.0146624957493"
"MYO9B","MYO9B","217297_s_at","0.086121052631579","3.07089211300572"
"COL10A1","COL10A1","217428_s_at","0.0898278195488722","3.2017795887266"
"CD44","CD44","217523_at","0.0897263157894737","3.19819544892491"
"NPC1","NPC1","217584_at","0.0908315789473684","3.23722274898773"
"TMEM43","TMEM43","217795_s_at","0.100101503759399","3.56454763502482"
"GOLT1B","GOLT1B","218193_s_at","0.101375187969925","3.60952195224005"
"TBC1D15","TBC1D15","218268_at","0.0965571428571428","3.43939478298662"
"RABGEF1","RABGEF1","218310_at","0.0967172932330827","3.44504975911817"
"RBM7","RBM7","218379_at","0.115249624060150","4.09943403935512"
"TMEM39A","TMEM39A","218615_s_at","0.120657894736842","4.29040231782578"
"FNDC3B","FNDC3B","218618_s_at","0.149081954887218","5.29406765903312"
"PDLIM4","PDLIM4","218691_s_at","0.191572180451128","6.79441512920319"
"UGCGL2","UGCGL2","218801_at","0.0949924812030075","3.3841459316732"
"ZC3H12A","ZC3H12A","218810_at","0.0971308270676692","3.45965181016208"
"DSE","DSE","218854_at","0.121718045112782","4.32783666686563"
"GALNACT-2","GALNACT-2","218871_x_at","0.0991751879699248","3.53183904068644"
"ChGn","ChGn","219049_at","0.0951533834586466","3.38982745698847"
"RCN3","RCN3","219102_at","0.110981954887218","3.94874087258197"
"PITPNC1","PITPNC1","219155_at","0.100411278195489","3.57548589871588"
"TWSG1","TWSG1","219201_s_at","0.171391729323308","6.08183503826029"
"CHAC1","CHAC1","219270_at","0.102546616541353","3.65088558046988"
"---","---","219367_s_at","0.130551127819549","4.63973647716359"
"FKBP14","FKBP14","219390_at","0.104981954887218","3.73687838652667"
"C3orf52","C3orf52","219474_at","0.0912473684210526","3.25190444758279"
"TRPV4","TRPV4","219516_at","0.221413533834587","7.84812568171558"
"LRP12","LRP12","219631_at","0.084678947368421","3.01997077863804"
"UXS1","UXS1","219675_s_at","0.100846616541353","3.59085787608754"
"AGPAT4","AGPAT4","219693_at","0.190201503759399","6.74601596728856"
"FZD10","FZD10","219764_at","0.124663157894737","4.43182981948201"
"ARSJ","ARSJ","219973_at","0.103303759398496","3.6776206084721"
"ZNF385D","ZNF385D","220117_at","0.230800751879699","8.17959224041234"
"C1orf78","C1orf78","220134_x_at","0.0963323308270677","3.43145657705547"
"ENTPD7","ENTPD7","220153_at","0.0848962406015037","3.02764349273202"
"TMCO3","TMCO3","220240_s_at","0.0883984962406015","3.1513095904821"
"TBX4","TBX4","220634_at","0.0970308270676692","3.45612076872783"
"LEPRE1","LEPRE1","220750_s_at","0.112281203007519","3.99461786204358"
"---","---","220898_at","0.099175939849624","3.53186558987015"
"SLC25A28","SLC25A28","221432_s_at","0.101437593984962","3.61172553448848"
"MGC5618","MGC5618","221477_s_at","0.136998496240601","4.86739572753001"
"VPS37B","VPS37B","221704_s_at","0.103369172932331","3.67993038745542"
"C1orf78","C1orf78","221710_x_at","0.096375939849624","3.43299642971101"
"COL5A2","COL5A2","221729_at","0.103366917293233","3.67985073990426"
"COL5A2","COL5A2","221730_at","0.0987556390977443","3.51702459617279"
"ELK3","ELK3","221773_at","0.0943428571428571","3.3612074369424"
"JHDM1D","JHDM1D","221778_at","0.0913353383458646","3.25501070207759"
"CSGlcA-T","CSGlcA-T","221799_at","0.0901413533834587","3.21285059833626"
"CLIC4","CLIC4","221881_s_at","0.088448120300752","3.15306183660737"
"PDPN","PDPN","221898_at","0.102778947368421","3.65908927823819"
"COL8A2","COL8A2","221900_at","0.0938398496240601","3.34344603303626"
"FAM110B","FAM110B","221959_at","0.123159398496241","4.37873145204961"
"GALNACT-2","GALNACT-2","222235_s_at","0.120649624060150","4.29011027680489"
"---","---","222344_at","0.0857654135338345","3.05833434910795"
"MAST4","MAST4","222348_at","0.205306015037594","7.27936251896334"
"CSGlcA-T","CSGlcA-T","55093_at","0.0933593984962406","3.32648110464161"
"RCN3","RCN3","61734_at","0.129957894736842","4.6187891712115"
"TMEM43","TMEM43","222418_s_at","0.108087969924812","3.84655306445830"
"IMPAD1","IMPAD1","222654_at","0.0899593984962406","3.20642569587694"
"TMEM39A","TMEM39A","222690_s_at","0.116745864661654","4.15226691495038"
"FNDC3B","FNDC3B","222692_s_at","0.162022556390977","5.75100565997267"
"FNDC3B","FNDC3B","222693_at","0.132904511278195","4.72283542219528"
"---","---","222877_at","0.150928571428571","5.3592724542401"
"TIAM2","TIAM2","222942_s_at","0.132181954887218","4.69732165664403"
"SNX9","SNX9","223027_at","0.101830827067669","3.62561075757206"
"SNX9","SNX9","223028_s_at","0.113492481203007","4.03738859701035"
"SESN2","SESN2","223196_s_at","0.105345112781955","3.7497016422616"
"NFKBIZ","NFKBIZ","223217_s_at","0.0858624060150376","3.06175919380735"
"NFKBIZ","NFKBIZ","223218_s_at","0.100904511278196","3.59290216323372"
"SLC37A3","SLC37A3","223304_at","0.0859345864661654","3.0643079154441"
"FGFRL1","FGFRL1","223321_s_at","0.0957218045112782","3.40989863987792"
"NRP2","NRP2","223510_at","0.140820300751880","5.00234522835949"
"LRRC8C","LRRC8C","223533_at","0.086681954887218","3.09069780405801"
"C2orf40","C2orf40","223623_at","0.0937165413533835","3.33909196690680"
"GPC6","GPC6","223730_at","0.1152","4.09768179322987"
"FZD8","FZD8","224325_at","0.104709774436090","3.7272675820214"
"MGC12916","MGC12916","224508_at","0.0915714285714286","3.26334714576448"
"PIM3","PIM3","224739_at","0.0980248120300752","3.49121878960065"
"C12orf23","C12orf23","224759_s_at","0.0845781954887218","3.01641318802007"
"ARRDC3","ARRDC3","224797_at","0.0913556390977444","3.25572753003793"
"LASS5","LASS5","224951_at","0.0948586466165414","3.37942017697172"
"FNDC3B","FNDC3B","225032_at","0.161972932330827","5.74925341384742"
"CHD2","CHD2","225077_at","0.0978135338345865","3.48375846897639"
"JHDM1D","JHDM1D","225142_at","0.0988601503759399","3.52071493270935"
"RAPH1","RAPH1","225186_at","0.150664661654135","5.34995369075572"
"RAPH1","RAPH1","225188_at","0.109759398496241","3.90557189985944"
"RAPH1","RAPH1","225189_s_at","0.0968488721804512","3.44969586626851"
"RBMS1","RBMS1","225265_at","0.100081203007519","3.56383080706447"
"RBMS1","RBMS1","225269_s_at","0.0963345864661654","3.43153622460662"
"---","---","225288_at","0.178531578947368","6.33394608682934"
"COL27A1","COL27A1","225292_at","0.145011278195489","5.15033037839361"
"COL27A1","COL27A1","225293_at","0.141348872180451","5.02100930451197"
"LOC399959","LOC399959","225381_at","0.154772932330827","5.49501843058106"
"TWSG1","TWSG1","225406_at","0.149684962406015","5.31536010437352"
"FRMD6","FRMD6","225464_at","0.126913533834587","4.51129152634461"
"FRMD6","FRMD6","225481_at","0.123760902255639","4.39997079902255"
"NRP2","NRP2","225566_at","0.136878195488722","4.86314785813544"
"EIF2C2","EIF2C2","225569_at","0.0869165413533835","3.09898114937747"
"KIAA1754","KIAA1754","225582_at","0.0913248120300752","3.25463901350556"
"MAST4","MAST4","225611_at","0.143233834586466","5.08756810808849"
"MAST4","MAST4","225613_at","0.132815789473684","4.71970261851678"
"COL12A1","COL12A1","225664_at","0.114295488721804","4.06574312521926"
"CTHRC1","CTHRC1","225681_at","0.0849293233082707","3.02881165681554"
"---","---","225685_at","0.0868218045112782","3.09563595222922"
"C2orf59 /// LOC541471","C2orf59 /// LOC541471","225799_at","0.0847413533834586","3.02217436088649"
"VASN","VASN","225867_at","0.130723308270677","4.64581624023461"
"RASSF8","RASSF8","225946_at","0.0900187969924812","3.20852308139052"
"LOC653506 /// METRNL","LOC653506 /// METRNL","225955_at","0.0892172932330828","3.18022165154905"
"TMCO3","TMCO3","226050_at","0.0875263157894737","3.12051253737130"
"ELL2","ELL2","226099_at","0.101133834586466","3.60099966426714"
"---","---","226282_at","0.101422556390977","3.61119455081415"
"---","---","226345_at","0.0910706766917293","3.24566538940948"
"---","---","226347_at","0.0887473684210526","3.16362841172642"
"---","---","226348_at","0.0954751879699248","3.401190507619"
"PPIL4","PPIL4","226472_at","0.084615037593985","3.01771409802217"
"SLC30A7","SLC30A7","226601_at","0.0861233082706768","3.07097176055687"
"---","---","226621_at","0.114485714285714","4.07246006869947"
"PDPN","PDPN","226658_at","0.127324812030075","4.52581392983735"
"FAM114A1","FAM114A1","226697_at","0.0843045112781955","3.00674928514737"
"---","---","226834_at","0.124267669172932","4.41786494884727"
"---","---","226885_at","0.0993593984962406","3.53834359069691"
"PPP1R14C","PPP1R14C","226907_at","0.121020300751880","4.30319902437701"
"C13orf33","C13orf33","227058_at","0.104746616541353","3.72856849202349"
"GPC6","GPC6","227059_at","0.136550375939850","4.85157241403518"
"ZNF697","ZNF697","227080_at","0.0907323308270677","3.23371825673719"
"---","---","227140_at","0.120545112781955","4.28641994026836"
"HAPLN3","HAPLN3","227262_at","0.0914022556390977","3.25737357942833"
"TNFRSF10D","TNFRSF10D","227345_at","0.130324812030075","4.631745172865"
"MEG3","MEG3","227390_at","0.112897744360902","4.01638819269085"
"FZD8","FZD8","227405_s_at","0.101236090225564","3.60461035325255"
