"symbol","symbol","probeset","correlation","sd"
"NT5E","NT5E","227486_at","0.137314285714286","4.87854638469084"
"TMF1","TMF1","227685_at","0.0866917293233083","3.09104294344632"
"TMEM166","TMEM166","227828_s_at","0.0921691729323308","3.28445374681886"
"FMNL3","FMNL3","227844_at","0.0869827067669172","3.10131747754449"
"ASAM","ASAM","228082_at","0.174096992481203","6.17735900127119"
"---","---","228121_at","0.0886353383458647","3.15967258335271"
"SCUBE3","SCUBE3","228407_at","0.186044360902256","6.59922553052167"
"---","---","228441_s_at","0.106681954887218","3.79690609090900"
"---","---","228632_at","0.0971172932330827","3.45917392485519"
"---","---","228750_at","0.180124812030075","6.39020380712399"
"---","---","228914_at","0.0909466165413534","3.24128477409631"
"S100A6","S100A6","228923_at","0.0937458646616541","3.34012738507173"
"---","---","228952_at","0.0846496240601503","3.01893536047311"
"CD44","CD44","229221_at","0.091724060150376","3.26873663005887"
"NRP2","NRP2","229225_at","0.121859398496241","4.33282791340429"
"FBLN7","FBLN7","229247_at","0.0969278195488722","3.45248353055871"
"COL11A1","COL11A1","229271_x_at","0.252159398496241","8.93377490223854"
"ANKRD28","ANKRD28","229307_at","0.0918315789473684","3.27253316333028"
"GLIS3","GLIS3","229435_at","0.130932330827068","4.65319691330771"
"C14orf118","C14orf118","229514_at","0.0844503759398497","3.01189982678832"
"LOC652675 /// RBPJ","LOC652675 /// RBPJ","229540_at","0.0997142857142857","3.55087480541095"
"CMAH","CMAH","229604_at","0.0995902255639098","3.54649419009778"
"WTAP","WTAP","229630_s_at","0.0876593984962406","3.12521174288907"
"---","---","229802_at","0.132336842105263","4.70279078848956"
"FNDC3B","FNDC3B","229865_at","0.092309022556391","3.28939189499007"
"EVC2","EVC2","229974_at","0.0908639097744361","3.23836436388753"
"---","---","230127_at","0.0917263157894737","3.26881627761001"
"GLIS3","GLIS3","230258_at","0.11076992481203","3.941254002774"
"ARSI","ARSI","230275_at","0.100959398496241","3.594840253645"
"SCUBE3","SCUBE3","230290_at","0.165247368421053","5.8648751089315"
"ZNF469","ZNF469","230440_at","0.0983616541353384","3.50311282390551"
"---","---","230640_at","0.0874195488721805","3.11674255328361"
"---","---","230728_at","0.107420300751880","3.82297738931833"
"---","---","230773_at","0.108251127819549","3.85231423732473"
"---","---","230850_at","0.115175187969925","4.09680567016724"
"---","---","230895_at","0.279378947368421","9.8949084511325"
"COL12A1","COL12A1","231766_s_at","0.0944751879699248","3.36588009327645"
"IRAK2","IRAK2","231779_at","0.177685714285714","6.30407825514862"
"SIX4","SIX4","231797_at","0.103463909774436","3.68327558460365"
"SDK2","SDK2","232061_at","0.195709022556391","6.94048873800973"
"---","---","232113_at","0.165030827067669","5.85722894402121"
"---","---","232174_at","0.0862383458646617","3.07503378566545"
"---","---","232277_at","0.133008270676692","4.72649920954814"
"---","---","232354_at","0.126753383458647","4.50563655021306"
"SNORD114-3","SNORD114-3","232355_at","0.101679699248120","3.6202743716451"
"---","---","232405_at","0.0895624060150376","3.19240772687478"
"---","---","232453_at","0.162179699248120","5.75655443936937"
"---","---","232472_at","0.168040601503759","5.96350532643716"
"COL9A2","COL9A2","232542_at","0.100117293233083","3.56510516788285"
"---","---","232579_at","0.0946947368421053","3.37363245492158"
"---","---","232668_at","0.172201503759398","6.11042850912263"
"---","---","232701_at","0.178313533834586","6.32624682355164"
"---","---","232711_at","0.0860571428571429","3.06863543238985"
"---","---","232716_at","0.128537593984962","4.56863776317158"
"---","---","232744_x_at","0.0880616541353383","3.13941555617724"
"---","---","232779_at","0.089181954887218","3.17897383991438"
"---","---","232805_at","0.24446992481203","8.66225640037292"
"AFF4","AFF4","232865_at","0.0946624060150376","3.37249084002179"
"FLJ41170","FLJ41170","232955_at","0.103315789473684","3.67804539541156"
"---","---","233039_at","0.1007","3.58568078526290"
"---","---","233090_at","0.152130827067669","5.40172459900232"
"COL12A1","COL12A1","233109_at","0.0865609022556391","3.0864233854797"
"---","---","233222_at","0.124966917293233","4.44255568970334"
"---","---","233303_at","0.108089473684210","3.84660616282572"
"---","---","233364_s_at","0.163245864661654","5.79420118187895"
"---","---","233376_at","0.0890639097744361","3.17480561807094"
"---","---","233668_at","0.158373684210526","5.62216247139795"
"---","---","233691_at","0.133766917293233","4.75328733591778"
"---","---","233771_at","0.0895781954887218","3.19296525973282"
"SEMA6D","SEMA6D","233801_s_at","0.0957887218045113","3.41226151722866"
"---","---","234073_at","0.158252631578947","5.61788805281964"
"---","---","234122_at","0.101751879699248","3.62282309328186"
"---","---","234153_at","0.107411278195489","3.82265879911373"
"---","---","235000_at","0.0865849624060151","3.08727295935862"
"MAML2","MAML2","235106_at","0.0851112781954887","3.03523655927486"
"COX15","COX15","235204_at","0.0898308270676692","3.20188578546147"
"FKBP14","FKBP14","235311_at","0.0908165413533834","3.23669176531341"
"---","---","235407_at","0.127889473684210","4.54575236680821"
"APCDD1L","APCDD1L","235548_at","0.110751879699248","3.94061682236481"
"TMF1","TMF1","235566_at","0.108587218045113","3.86418172244587"
"---","---","235629_at","0.110389473684211","3.92782011581362"
"---","---","235705_at","0.117727067669173","4.18691359970003"
"---","---","235821_at","0.135582706766917","4.8174036145924"
"---","---","235831_at","0.123448120300752","4.38892633859662"
"---","---","235971_at","0.0926165413533835","3.30025051113"
"---","---","236168_at","0.0844639097744361","3.01237771209521"
"---","---","236375_at","0.0842616541353383","3.00523598167555"
"---","---","236404_at","0.094272932330827","3.35873836285679"
"---","---","236438_at","0.132533834586466","4.70974667462321"
"---","---","236599_at","0.132716541353383","4.71619812626623"
"LOC399959","LOC399959","236640_at","0.086875939849624","3.09754749345679"
"---","---","236685_at","0.0983067669172932","3.50117473349422"
"TMF1","TMF1","236829_at","0.113235338345865","4.02830877617944"
"LOC284749","LOC284749","236854_at","-0.00084586466165413","5.42292873939923e-05"
"---","---","236974_at","0.0935075187969925","3.3317112938337"
"---","---","236982_at","0.138302255639098","4.91343201209393"
"---","---","237554_at","0.124327067669173","4.41996233436086"
"---","---","237626_at","0.090306015037594","3.21866486957011"
"MEG8","MEG8","237945_at","0.0842736842105263","3.00566076861501"
"---","---","238009_at","0.107759398496241","3.83495107117434"
"---","---","238195_at","-0.00084586466165414","5.42292873936401e-05"
"ZNF805","ZNF805","238436_s_at","0.0867067669172933","3.09157392712065"
"---","---","238568_s_at","0.0963293233082707","3.43135038032061"
"CALU","CALU","238908_at","0.100606015037594","3.58236213729837"
"---","---","239170_at","0.0949112781954887","3.38127861983185"
"---","---","239258_at","0.125429323308271","4.45888343768882"
"---","---","239672_at","0.0850736842105263","3.03390910008905"
"---","---","239794_at","0.0890902255639098","3.17573483950101"
"---","---","239876_at","0.091512030075188","3.2612497602509"
"---","---","240399_at","0.0962984962406015","3.43026186378824"
"ZNF385C","ZNF385C","241383_at","0.207454887218045","7.35524008602425"
"---","---","241438_at","0.0860112781954887","3.06701593218315"
"---","---","241452_at","0.105968421052632","3.77171091556234"
"PTK2","PTK2","241453_at","0.0908443609022556","3.23767408511091"
"---","---","241460_at","0.149084962406015","5.29417385576799"
"---","---","241780_at","0.108150375939850","3.84875664670676"
"FNDC3B","FNDC3B","242029_at","0.196821052631579","6.979754980726"
"SDK2","SDK2","242064_at","0.171163157894737","6.07376408641057"
"MEF2A","MEF2A","242176_at","0.09616992481203","3.42572195337277"
"TMF1","TMF1","242243_at","0.106979699248120","3.80741956766061"
"---","---","242321_at","0.103752631578947","3.69347047115067"
"LOC401317","LOC401317","242329_at","0.0879075187969925","3.13397297351542"
"---","---","242612_at","0.0956345864661654","3.40681893456684"
"UFM1","UFM1","242669_at","0.1299","4.61674488406535"
"---","---","242725_at","0.098148872180451","3.49559940491381"
"---","---","242726_at","0.104938345864662","3.73533853387114"
"---","---","242853_at","0.0986624060150376","3.51373249739199"
"---","---","243012_at","0.0939796992481203","3.34838418120747"
"CHD2","CHD2","243134_at","0.0856759398496241","3.05517499624573"
"---","---","243555_at","0.117854887218045","4.19142696093178"
"---","---","243765_at","0.107724060150376","3.83370325953967"
"---","---","244009_at","0.0847203007518797","3.02143098374243"
"---","---","244022_at","0.159678947368421","5.66825185432928"
"---","---","244219_at","0.155290977443609","5.51331081816152"
"FRZB","FRZB","244419_at","0.104900751879699","3.73401107468531"
"---","---","244533_at","0.110207518796993","3.9213952133543"
"TFG","TFG","244614_at","0.0850022556390978","3.03138692763601"
"SETD5","SETD5","244691_at","0.106815789473684","3.80163184561048"
"---","---","244860_at","0.112922556390977","4.01726431575347"
"C9orf30","C9orf30","1552277_a_at","0.0877406015037594","3.12807905473042"
"CILP2","CILP2","1552288_at","0.233783458646617","8.28491285221455"
"CILP2","CILP2","1552289_a_at","0.211825563909774","7.50957049096652"
"WWP2","WWP2","1552737_s_at","0.155837593984962","5.53261207472319"
"ITGB1","ITGB1","1553530_a_at","0.086754887218045","3.09327307487848"
"ITGB1","ITGB1","1553678_a_at","0.089512030075188","3.1906289315658"
"IRAK2","IRAK2","1553740_a_at","0.155951127819549","5.53662100146436"
"OSMR","OSMR","1554008_at","0.242387218045113","8.58871516147905"
"DNAJB9","DNAJB9","1554462_a_at","0.0857616541353384","3.05820160318938"
"MOXD1","MOXD1","1554474_a_at","0.106844360902256","3.80264071459172"
"PTGS2","PTGS2","1554997_a_at","0.100224060150376","3.56887515197054"
"SYNJ2","SYNJ2","1555009_a_at","0.136054887218045","4.83407650196619"
"SLC39A14","SLC39A14","1555434_a_at","0.190110526315789","6.74280351605887"
"NRP2","NRP2","1555468_at","0.201514285714286","7.14547498548254"
"BLID","BLID","1555675_at","0.124972932330827","4.44276808317307"
"POSTN","POSTN","1555778_a_at","0.0920443609022557","3.28004658232197"
"ZNF385B","ZNF385B","1555800_at","0.0998052631578947","3.55408725664061"
"CHADL","CHADL","1557123_a_at","0.089578947368421","3.19299180891654"
"---","---","1557504_at","0.0949338345864662","3.38207509534334"
"---","---","1557505_a_at","0.0954052631578947","3.39872143353339"
"---","---","1557527_at","0.112055639097744","3.98665310692870"
"---","---","1557637_at","0.096854887218045","3.44990825973823"
"CD44","CD44","1557905_s_at","0.127809022556391","4.54291160415059"
"EDIL3","EDIL3","1558643_s_at","0.184479699248120","6.54397667920823"
"---","---","1558783_at","0.0937218045112782","3.33927781119282"
"---","---","1559282_at","0.0859248120300752","3.06396277605579"
"LRCH3","LRCH3","1559490_at","0.0936022556390978","3.33505649098194"
"PTK2","PTK2","1559529_at","0.0965383458646616","3.43873105339371"
"COPA","COPA","1559862_at","0.0945496240601504","3.36850846246436"
"SFXN3","SFXN3","1559993_at","0.0915992481203008","3.26432946556198"
"WTAP","WTAP","1560274_at","0.1154","4.10474387609838"
"---","---","1560342_at","0.0873473684210526","3.11419383164685"
"HIVEP1","HIVEP1","1560485_at","0.0920481203007518","3.28017932824055"
"ITGB1","ITGB1","1561042_at","0.132221804511278","4.69872876338098"
"---","---","1561886_a_at","0.217039097744361","7.6936625308547"
"---","---","1562208_a_at","0.180422556390978","6.40071728387563"
"LOC440028","LOC440028","1562606_a_at","0.0864","3.08074186016443"
"---","---","1562863_at","0.095342105263158","3.39649130210124"
"---","---","1563414_at","0.0867887218045112","3.09446778814571"
"HECTD2","HECTD2","1565699_at","0.0866834586466165","3.09075090242544"
"SLC35E4","SLC35E4","1568623_a_at","0.0931684210526315","3.31973761197769"
"CYP27C1","CYP27C1","1568868_at","0.134612030075188","4.7831286184148"
"LOC729822","LOC729822","1568949_at","0.0984827067669173","3.50738724248381"
"---","---","1569387_at","0.117587969924812","4.18200200071253"
"---","---","1569449_a_at","0.107976691729323","3.8426237852683"
"FNDC3B","FNDC3B","1569490_at","0.129508270676692","4.60291275934922"
"---","---","1569921_at","0.0864526315789474","3.08260030302457"
